text,label,category,lang,source
आपके खिलाफ साइबर अपराध मामला दर्ज किया गया है।,1,digital_arrest,Hindi,synthetic
TRAI complaint filed against your number. Respond urgently.,1,digital_arrest,English,synthetic
TRAI complaint filed against your number. Respond urgently.,1,digital_arrest,English,synthetic
Aapke naam pe illegal SIM issue hua hai.,1,digital_arrest,Hinglish,synthetic
Aapke naam pe illegal SIM issue hua hai.,1,digital_arrest,Hinglish,synthetic
Aapke naam pe illegal SIM issue hua hai.,1,digital_arrest,Hinglish,synthetic
"प्रिय ग्राहक, आपका ATM कार्ड निष्क्रिय किया गया है।",1,bank_impersonation,Hindi,synthetic
"प्रिय ग्राहक, आपका ATM कार्ड निष्क्रिय किया गया है।",1,bank_impersonation,Hindi,synthetic
"प्रिय ग्राहक, आपका ATM कार्ड निष्क्रिय किया गया है।",1,bank_impersonation,Hindi,synthetic
SBI alert: suspicious login detected. Verify now.,1,bank_impersonation,English,synthetic
"प्रिय ग्राहक, आपका ATM कार्ड निष्क्रिय किया गया है।",1,bank_impersonation,Hindi,synthetic
Aapka netbanking block hone wala hai.,1,bank_impersonation,Hinglish,synthetic
SBI alert: suspicious login detected. Verify now.,1,bank_impersonation,English,synthetic
SBI alert: suspicious login detected. Verify now.,1,bank_impersonation,English,synthetic
SBI alert: suspicious login detected. Verify now.,1,bank_impersonation,English,synthetic
Aapka netbanking block hone wala hai.,1,bank_impersonation,Hinglish,synthetic
Aapka netbanking block hone wala hai.,1,bank_impersonation,Hinglish,synthetic
Aapka netbanking block hone wala hai.,1,bank_impersonation,Hinglish,synthetic
SBI alert: suspicious login detected. Verify now.,1,bank_impersonation,English,synthetic
SBI alert: suspicious login detected. Verify now.,1,bank_impersonation,English,synthetic
"प्रिय ग्राहक, आपका ATM कार्ड निष्क्रिय किया गया है।",1,bank_impersonation,Hindi,synthetic
"प्रिय ग्राहक, आपका ATM कार्ड निष्क्रिय किया गया है।",1,bank_impersonation,Hindi,synthetic
Aapka netbanking block hone wala hai.,1,bank_impersonation,Hinglish,synthetic
SBI alert: suspicious login detected. Verify now.,1,bank_impersonation,English,synthetic
"प्रिय ग्राहक, आपका ATM कार्ड निष्क्रिय किया गया है।",1,bank_impersonation,Hindi,synthetic
Aapka netbanking block hone wala hai.,1,bank_impersonation,Hinglish,synthetic
Aapka netbanking block hone wala hai.,1,bank_impersonation,Hinglish,synthetic
"प्रिय ग्राहक, आपका ATM कार्ड निष्क्रिय किया गया है।",1,bank_impersonation,Hindi,synthetic
Aapka netbanking block hone wala hai.,1,bank_impersonation,Hinglish,synthetic
SBI alert: suspicious login detected. Verify now.,1,bank_impersonation,English,synthetic
Aapka netbanking block hone wala hai.,1,bank_impersonation,Hinglish,synthetic
Electricity bill unpaid. Power cut tonight.,1,electricity,English,synthetic
Electricity bill unpaid. Power cut tonight.,1,electricity,English,synthetic
बिजली विभाग: भुगतान तुरंत करें।,1,electricity,Hindi,synthetic
बिजली विभाग: भुगतान तुरंत करें।,1,electricity,Hindi,synthetic
बिजली विभाग: भुगतान तुरंत करें।,1,electricity,Hindi,synthetic
Aapka bijli connection disconnect ho jayega.,1,electricity,Hinglish,synthetic
बिजली विभाग: भुगतान तुरंत करें।,1,electricity,Hindi,synthetic
बिजली विभाग: भुगतान तुरंत करें।,1,electricity,Hindi,synthetic
Aapka bijli connection disconnect ho jayega.,1,electricity,Hinglish,synthetic
बिजली विभाग: भुगतान तुरंत करें।,1,electricity,Hindi,synthetic
Aapka bijli connection disconnect ho jayega.,1,electricity,Hinglish,synthetic
Aapka bijli connection disconnect ho jayega.,1,electricity,Hinglish,synthetic
Electricity bill unpaid. Power cut tonight.,1,electricity,English,synthetic
Electricity bill unpaid. Power cut tonight.,1,electricity,English,synthetic
बिजली विभाग: भुगतान तुरंत करें।,1,electricity,Hindi,synthetic
Aapka bijli connection disconnect ho jayega.,1,electricity,Hinglish,synthetic
Electricity bill unpaid. Power cut tonight.,1,electricity,English,synthetic
Electricity bill unpaid. Power cut tonight.,1,electricity,English,synthetic
Electricity bill unpaid. Power cut tonight.,1,electricity,English,synthetic
Electricity bill unpaid. Power cut tonight.,1,electricity,English,synthetic
"प्रिय उम्मीदवार, नौकरी हेतु शुल्क जमा करें।",1,job,Hindi,synthetic
Earn <AMOUNT> daily from home.,1,job,English,synthetic
"प्रिय उम्मीदवार, नौकरी हेतु शुल्क जमा करें।",1,job,Hindi,synthetic
Aapko online job offer mila hai.,1,job,Hinglish,synthetic
"प्रिय उम्मीदवार, नौकरी हेतु शुल्क जमा करें।",1,job,Hindi,synthetic
Earn <AMOUNT> daily from home.,1,job,English,synthetic
Aapko online job offer mila hai.,1,job,Hinglish,synthetic
Aapko online job offer mila hai.,1,job,Hinglish,synthetic
"प्रिय उम्मीदवार, नौकरी हेतु शुल्क जमा करें।",1,job,Hindi,synthetic
Aapko online job offer mila hai.,1,job,Hinglish,synthetic
"प्रिय उम्मीदवार, नौकरी हेतु शुल्क जमा करें।",1,job,Hindi,synthetic
Aapko online job offer mila hai.,1,job,Hinglish,synthetic
"प्रिय उम्मीदवार, नौकरी हेतु शुल्क जमा करें।",1,job,Hindi,synthetic
Earn <AMOUNT> daily from home.,1,job,English,synthetic
"प्रिय उम्मीदवार, नौकरी हेतु शुल्क जमा करें।",1,job,Hindi,synthetic
"प्रिय उम्मीदवार, नौकरी हेतु शुल्क जमा करें।",1,job,Hindi,synthetic
Earn <AMOUNT> daily from home.,1,job,English,synthetic
"प्रिय उम्मीदवार, नौकरी हेतु शुल्क जमा करें।",1,job,Hindi,synthetic
"प्रिय उम्मीदवार, नौकरी हेतु शुल्क जमा करें।",1,job,Hindi,synthetic
Aapko online job offer mila hai.,1,job,Hinglish,synthetic
आपने अंतरराष्ट्रीय लॉटरी जीती है।,1,lottery,Hindi,synthetic
Aap lucky winner select hue hain.,1,lottery,Hinglish,synthetic
Congratulations! You won <AMOUNT>.,1,lottery,English,synthetic
Aap lucky winner select hue hain.,1,lottery,Hinglish,synthetic
Aap lucky winner select hue hain.,1,lottery,Hinglish,synthetic
Congratulations! You won <AMOUNT>.,1,lottery,English,synthetic
Aap lucky winner select hue hain.,1,lottery,Hinglish,synthetic
Congratulations! You won <AMOUNT>.,1,lottery,English,synthetic
आपने अंतरराष्ट्रीय लॉटरी जीती है।,1,lottery,Hindi,synthetic
आपने अंतरराष्ट्रीय लॉटरी जीती है।,1,lottery,Hindi,synthetic
Aap lucky winner select hue hain.,1,lottery,Hinglish,synthetic
आपने अंतरराष्ट्रीय लॉटरी जीती है।,1,lottery,Hindi,synthetic
Congratulations! You won <AMOUNT>.,1,lottery,English,synthetic
आपने अंतरराष्ट्रीय लॉटरी जीती है।,1,lottery,Hindi,synthetic
Congratulations! You won <AMOUNT>.,1,lottery,English,synthetic
आपने अंतरराष्ट्रीय लॉटरी जीती है।,1,lottery,Hindi,synthetic
Aap lucky winner select hue hain.,1,lottery,Hinglish,synthetic
आपने अंतरराष्ट्रीय लॉटरी जीती है।,1,lottery,Hindi,synthetic
आपने अंतरराष्ट्रीय लॉटरी जीती है।,1,lottery,Hindi,synthetic
आपने अंतरराष्ट्रीय लॉटरी जीती है।,1,lottery,Hindi,synthetic
Instant loan approved without documents.,1,loan,English,synthetic
Instant loan approved without documents.,1,loan,English,synthetic
Aap eligible ho quick cash loan ke liye.,1,loan,Hinglish,synthetic
Instant loan approved without documents.,1,loan,English,synthetic
आपका त्वरित ऋण स्वीकृत हो गया है।,1,loan,Hindi,synthetic
आपका त्वरित ऋण स्वीकृत हो गया है।,1,loan,Hindi,synthetic
Instant loan approved without documents.,1,loan,English,synthetic
आपका त्वरित ऋण स्वीकृत हो गया है।,1,loan,Hindi,synthetic
Aap eligible ho quick cash loan ke liye.,1,loan,Hinglish,synthetic
Aap eligible ho quick cash loan ke liye.,1,loan,Hinglish,synthetic
Instant loan approved without documents.,1,loan,English,synthetic
Instant loan approved without documents.,1,loan,English,synthetic
Aap eligible ho quick cash loan ke liye.,1,loan,Hinglish,synthetic
Aap eligible ho quick cash loan ke liye.,1,loan,Hinglish,synthetic
Instant loan approved without documents.,1,loan,English,synthetic
Instant loan approved without documents.,1,loan,English,synthetic
Instant loan approved without documents.,1,loan,English,synthetic
आपका त्वरित ऋण स्वीकृत हो गया है।,1,loan,Hindi,synthetic
Instant loan approved without documents.,1,loan,English,synthetic
Instant loan approved without documents.,1,loan,English,synthetic
आपका GST रिफंड लंबित है।,1,refund,Hindi,synthetic
Aapka tax refund hold par hai.,1,refund,Hinglish,synthetic
Your refund of <AMOUNT> is pending.,1,refund,English,synthetic
आपका GST रिफंड लंबित है।,1,refund,Hindi,synthetic
Your refund of <AMOUNT> is pending.,1,refund,English,synthetic
Your refund of <AMOUNT> is pending.,1,refund,English,synthetic
आपका GST रिफंड लंबित है।,1,refund,Hindi,synthetic
Aapka tax refund hold par hai.,1,refund,Hinglish,synthetic
आपका GST रिफंड लंबित है।,1,refund,Hindi,synthetic
Your refund of <AMOUNT> is pending.,1,refund,English,synthetic
Aapka tax refund hold par hai.,1,refund,Hinglish,synthetic
आपका GST रिफंड लंबित है।,1,refund,Hindi,synthetic
आपका GST रिफंड लंबित है।,1,refund,Hindi,synthetic
Aapka tax refund hold par hai.,1,refund,Hinglish,synthetic
Your refund of <AMOUNT> is pending.,1,refund,English,synthetic
आपका GST रिफंड लंबित है।,1,refund,Hindi,synthetic
आपका GST रिफंड लंबित है।,1,refund,Hindi,synthetic
आपका GST रिफंड लंबित है।,1,refund,Hindi,synthetic
Your refund of <AMOUNT> is pending.,1,refund,English,synthetic
आपका GST रिफंड लंबित है।,1,refund,Hindi,synthetic
UPI payment of <AMOUNT> successful.,0,safe_transactional,English,synthetic
UPI payment of <AMOUNT> successful.,0,safe_transactional,English,synthetic
आपके खाते से <AMOUNT> डेबिट किए गए हैं।,0,safe_transactional,Hindi,synthetic
आपके खाते से <AMOUNT> डेबिट किए गए हैं।,0,safe_transactional,Hindi,synthetic
UPI payment of <AMOUNT> successful.,0,safe_transactional,English,synthetic
UPI payment of <AMOUNT> successful.,0,safe_transactional,English,synthetic
आपके खाते से <AMOUNT> डेबिट किए गए हैं।,0,safe_transactional,Hindi,synthetic
UPI payment of <AMOUNT> successful.,0,safe_transactional,English,synthetic
Your OTP is <OTP> for login. Do not share.,0,safe_transactional,English,synthetic
Your OTP is <OTP> for login. Do not share.,0,safe_transactional,English,synthetic
Your OTP is <OTP> for login. Do not share.,0,safe_transactional,English,synthetic
Your OTP is <OTP> for login. Do not share.,0,safe_transactional,English,synthetic
UPI payment of <AMOUNT> successful.,0,safe_transactional,English,synthetic
Your OTP is <OTP> for login. Do not share.,0,safe_transactional,English,synthetic
आपके खाते से <AMOUNT> डेबिट किए गए हैं।,0,safe_transactional,Hindi,synthetic
आपके खाते से <AMOUNT> डेबिट किए गए हैं।,0,safe_transactional,Hindi,synthetic
Your OTP is <OTP> for login. Do not share.,0,safe_transactional,English,synthetic
आपके खाते से <AMOUNT> डेबिट किए गए हैं।,0,safe_transactional,Hindi,synthetic
Your OTP is <OTP> for login. Do not share.,0,safe_transactional,English,synthetic
Your OTP is <OTP> for login. Do not share.,0,safe_transactional,English,synthetic
Your OTP is <OTP> for login. Do not share.,0,safe_transactional,English,synthetic
आपके खाते से <AMOUNT> डेबिट किए गए हैं।,0,safe_transactional,Hindi,synthetic
आपके खाते से <AMOUNT> डेबिट किए गए हैं।,0,safe_transactional,Hindi,synthetic
Your OTP is <OTP> for login. Do not share.,0,safe_transactional,English,synthetic
Your OTP is <OTP> for login. Do not share.,0,safe_transactional,English,synthetic
Your OTP is <OTP> for login. Do not share.,0,safe_transactional,English,synthetic
Your OTP is <OTP> for login. Do not share.,0,safe_transactional,English,synthetic
UPI payment of <AMOUNT> successful.,0,safe_transactional,English,synthetic
Your OTP is <OTP> for login. Do not share.,0,safe_transactional,English,synthetic
आपके खाते से <AMOUNT> डेबिट किए गए हैं।,0,safe_transactional,Hindi,synthetic
Your OTP is <OTP> for login. Do not share.,0,safe_transactional,English,synthetic
UPI payment of <AMOUNT> successful.,0,safe_transactional,English,synthetic
आपके खाते से <AMOUNT> डेबिट किए गए हैं।,0,safe_transactional,Hindi,synthetic
UPI payment of <AMOUNT> successful.,0,safe_transactional,English,synthetic
Your OTP is <OTP> for login. Do not share.,0,safe_transactional,English,synthetic
आपके खाते से <AMOUNT> डेबिट किए गए हैं।,0,safe_transactional,Hindi,synthetic
Your OTP is <OTP> for login. Do not share.,0,safe_transactional,English,synthetic
आपके खाते से <AMOUNT> डेबिट किए गए हैं।,0,safe_transactional,Hindi,synthetic
आपके खाते से <AMOUNT> डेबिट किए गए हैं।,0,safe_transactional,Hindi,synthetic
आपके खाते से <AMOUNT> डेबिट किए गए हैं।,0,safe_transactional,Hindi,synthetic
UPI payment of <AMOUNT> successful.,0,safe_transactional,English,synthetic
Your OTP is <OTP> for login. Do not share.,0,safe_transactional,English,synthetic
UPI payment of <AMOUNT> successful.,0,safe_transactional,English,synthetic
UPI payment of <AMOUNT> successful.,0,safe_transactional,English,synthetic
Your OTP is <OTP> for login. Do not share.,0,safe_transactional,English,synthetic
Your OTP is <OTP> for login. Do not share.,0,safe_transactional,English,synthetic
Your OTP is <OTP> for login. Do not share.,0,safe_transactional,English,synthetic
आपके खाते से <AMOUNT> डेबिट किए गए हैं।,0,safe_transactional,Hindi,synthetic
UPI payment of <AMOUNT> successful.,0,safe_transactional,English,synthetic
UPI payment of <AMOUNT> successful.,0,safe_transactional,English,synthetic
UPI payment of <AMOUNT> successful.,0,safe_transactional,English,synthetic
UPI payment of <AMOUNT> successful.,0,safe_transactional,English,synthetic
UPI payment of <AMOUNT> successful.,0,safe_transactional,English,synthetic
आपके खाते से <AMOUNT> डेबिट किए गए हैं।,0,safe_transactional,Hindi,synthetic
Your OTP is <OTP> for login. Do not share.,0,safe_transactional,English,synthetic
आपके खाते से <AMOUNT> डेबिट किए गए हैं।,0,safe_transactional,Hindi,synthetic
आपके खाते से <AMOUNT> डेबिट किए गए हैं।,0,safe_transactional,Hindi,synthetic
आपके खाते से <AMOUNT> डेबिट किए गए हैं।,0,safe_transactional,Hindi,synthetic
Your OTP is <OTP> for login. Do not share.,0,safe_transactional,English,synthetic
Your OTP is <OTP> for login. Do not share.,0,safe_transactional,English,synthetic
Aaj Myntra pe extra discount available hai.,0,safe_promo,Hinglish,synthetic
"प्रिय ग्राहक, नया recharge plan उपलब्ध है।",0,safe_promo,Hindi,synthetic
Aaj Myntra pe extra discount available hai.,0,safe_promo,Hinglish,synthetic
Swiggy offer: Flat 50% off today.,0,safe_promo,English,synthetic
Swiggy offer: Flat 50% off today.,0,safe_promo,English,synthetic
Swiggy offer: Flat 50% off today.,0,safe_promo,English,synthetic
Swiggy offer: Flat 50% off today.,0,safe_promo,English,synthetic
"प्रिय ग्राहक, नया recharge plan उपलब्ध है।",0,safe_promo,Hindi,synthetic
Aaj Myntra pe extra discount available hai.,0,safe_promo,Hinglish,synthetic
Swiggy offer: Flat 50% off today.,0,safe_promo,English,synthetic
Aaj Myntra pe extra discount available hai.,0,safe_promo,Hinglish,synthetic
Swiggy offer: Flat 50% off today.,0,safe_promo,English,synthetic
Aaj Myntra pe extra discount available hai.,0,safe_promo,Hinglish,synthetic
Aaj Myntra pe extra discount available hai.,0,safe_promo,Hinglish,synthetic
Swiggy offer: Flat 50% off today.,0,safe_promo,English,synthetic
Swiggy offer: Flat 50% off today.,0,safe_promo,English,synthetic
Aaj Myntra pe extra discount available hai.,0,safe_promo,Hinglish,synthetic
"प्रिय ग्राहक, नया recharge plan उपलब्ध है।",0,safe_promo,Hindi,synthetic
Swiggy offer: Flat 50% off today.,0,safe_promo,English,synthetic
Swiggy offer: Flat 50% off today.,0,safe_promo,English,synthetic
"प्रिय ग्राहक, नया recharge plan उपलब्ध है।",0,safe_promo,Hindi,synthetic
"प्रिय ग्राहक, नया recharge plan उपलब्ध है।",0,safe_promo,Hindi,synthetic
Swiggy offer: Flat 50% off today.,0,safe_promo,English,synthetic
Swiggy offer: Flat 50% off today.,0,safe_promo,English,synthetic
Swiggy offer: Flat 50% off today.,0,safe_promo,English,synthetic
Swiggy offer: Flat 50% off today.,0,safe_promo,English,synthetic
Aaj Myntra pe extra discount available hai.,0,safe_promo,Hinglish,synthetic
Aaj Myntra pe extra discount available hai.,0,safe_promo,Hinglish,synthetic
Aaj Myntra pe extra discount available hai.,0,safe_promo,Hinglish,synthetic
Swiggy offer: Flat 50% off today.,0,safe_promo,English,synthetic
Aaj Myntra pe extra discount available hai.,0,safe_promo,Hinglish,synthetic
Swiggy offer: Flat 50% off today.,0,safe_promo,English,synthetic
Swiggy offer: Flat 50% off today.,0,safe_promo,English,synthetic
Aaj Myntra pe extra discount available hai.,0,safe_promo,Hinglish,synthetic
Swiggy offer: Flat 50% off today.,0,safe_promo,English,synthetic
Aaj Myntra pe extra discount available hai.,0,safe_promo,Hinglish,synthetic
Aaj Myntra pe extra discount available hai.,0,safe_promo,Hinglish,synthetic
Aaj Myntra pe extra discount available hai.,0,safe_promo,Hinglish,synthetic
Aaj Myntra pe extra discount available hai.,0,safe_promo,Hinglish,synthetic
Aaj Myntra pe extra discount available hai.,0,safe_promo,Hinglish,synthetic
"प्रिय ग्राहक, नया recharge plan उपलब्ध है।",0,safe_promo,Hindi,synthetic
"प्रिय ग्राहक, नया recharge plan उपलब्ध है।",0,safe_promo,Hindi,synthetic
"प्रिय ग्राहक, नया recharge plan उपलब्ध है।",0,safe_promo,Hindi,synthetic
"प्रिय ग्राहक, नया recharge plan उपलब्ध है।",0,safe_promo,Hindi,synthetic
"प्रिय ग्राहक, नया recharge plan उपलब्ध है।",0,safe_promo,Hindi,synthetic
Aaj Myntra pe extra discount available hai.,0,safe_promo,Hinglish,synthetic
Swiggy offer: Flat 50% off today.,0,safe_promo,English,synthetic
Swiggy offer: Flat 50% off today.,0,safe_promo,English,synthetic
Aaj Myntra pe extra discount available hai.,0,safe_promo,Hinglish,synthetic
Swiggy offer: Flat 50% off today.,0,safe_promo,English,synthetic
Hey bro kal milte hain.,0,safe_personal,Hinglish,synthetic
Can you send me the notes?,0,safe_personal,English,synthetic
Can you send me the notes?,0,safe_personal,English,synthetic
Can you send me the notes?,0,safe_personal,English,synthetic
Hey bro kal milte hain.,0,safe_personal,Hinglish,synthetic
Can you send me the notes?,0,safe_personal,English,synthetic
मैं शाम तक घर पहुँच जाऊँगा।,0,safe_personal,Hindi,synthetic
Hey bro kal milte hain.,0,safe_personal,Hinglish,synthetic
Hey bro kal milte hain.,0,safe_personal,Hinglish,synthetic
Can you send me the notes?,0,safe_personal,English,synthetic
मैं शाम तक घर पहुँच जाऊँगा।,0,safe_personal,Hindi,synthetic
Can you send me the notes?,0,safe_personal,English,synthetic
Can you send me the notes?,0,safe_personal,English,synthetic
Hey bro kal milte hain.,0,safe_personal,Hinglish,synthetic
Hey bro kal milte hain.,0,safe_personal,Hinglish,synthetic
Can you send me the notes?,0,safe_personal,English,synthetic
Hey bro kal milte hain.,0,safe_personal,Hinglish,synthetic
Hey bro kal milte hain.,0,safe_personal,Hinglish,synthetic
